epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,17.2508,0.66781,0.65625,1,0.52246,0.00043342,0.00043342,0.00043342
2,29.3185,0.56466,0.65625,1,0.46362,0.000874763,0.000874763,0.000874763
3,32.8608,0.51399,0.5,1,1.27637,0.00130719,0.00130719,0.00130719
4,35.6022,0.50527,0.78125,1,0.44141,0.00161749,0.00161749,0.00161749
5,38.1549,0.55546,0.8125,1,0.46118,0.00160099,0.00160099,0.00160099
6,40.6449,0.51601,0.59375,1,0.9751,0.00158448,0.00158448,0.00158448
7,43.1613,0.56643,0.625,1,0.67676,0.00156798,0.00156798,0.00156798
8,45.7137,0.55587,0.71875,1,0.54932,0.00155148,0.00155148,0.00155148
9,48.2705,0.44471,0.71875,1,0.50879,0.00153497,0.00153497,0.00153497
10,50.9982,0.51722,0.71875,1,1.06543,0.00151847,0.00151847,0.00151847
11,53.9284,0.45785,0.78125,1,0.62695,0.00150197,0.00150197,0.00150197
12,56.7804,0.42812,0.75,1,0.69727,0.00148546,0.00148546,0.00148546
13,59.6529,0.44315,0.875,1,0.38086,0.00146896,0.00146896,0.00146896
14,62.2082,0.46264,0.65625,1,0.83301,0.00145246,0.00145246,0.00145246
15,64.7487,0.38314,0.84375,1,0.75,0.00143595,0.00143595,0.00143595
16,67.1596,0.46313,0.625,1,1.30566,0.00141945,0.00141945,0.00141945
17,69.5576,0.43196,0.75,1,0.66846,0.00140295,0.00140295,0.00140295
18,71.9544,0.35542,0.78125,1,0.51709,0.00138644,0.00138644,0.00138644
19,74.3549,0.43357,0.875,1,0.32935,0.00136994,0.00136994,0.00136994
20,76.845,0.36916,0.78125,1,0.67285,0.00135344,0.00135344,0.00135344
21,79.3455,0.37052,0.78125,1,0.71436,0.00133693,0.00133693,0.00133693
22,81.9104,0.39057,0.78125,1,0.76123,0.00132043,0.00132043,0.00132043
23,84.5494,0.40241,0.75,1,0.55664,0.00130393,0.00130393,0.00130393
24,87.0879,0.36775,0.8125,1,0.43555,0.00128742,0.00128742,0.00128742
25,89.724,0.34762,0.90625,1,0.36768,0.00127092,0.00127092,0.00127092
26,92.2878,0.41878,0.84375,1,0.27271,0.00125442,0.00125442,0.00125442
27,94.9538,0.38441,0.8125,1,0.35474,0.00123791,0.00123791,0.00123791
28,97.5532,0.35221,0.75,1,0.35181,0.00122141,0.00122141,0.00122141
29,99.9852,0.32796,0.8125,1,0.46875,0.00120491,0.00120491,0.00120491
30,102.409,0.33549,0.8125,1,0.64111,0.0011884,0.0011884,0.0011884
31,104.984,0.32999,0.6875,1,0.61816,0.0011719,0.0011719,0.0011719
32,107.523,0.34629,0.84375,1,0.5459,0.0011554,0.0011554,0.0011554
33,110.077,0.31041,0.71875,1,0.41333,0.00113889,0.00113889,0.00113889
34,112.616,0.29047,0.8125,1,0.34473,0.00112239,0.00112239,0.00112239
35,115.279,0.2826,0.8125,1,0.44287,0.00110589,0.00110589,0.00110589
36,118.265,0.25731,0.71875,1,0.56641,0.00108938,0.00108938,0.00108938
37,120.938,0.28049,0.75,1,0.57373,0.00107288,0.00107288,0.00107288
38,123.512,0.26638,0.875,1,0.29492,0.00105638,0.00105638,0.00105638
39,126.031,0.25261,0.84375,1,0.31104,0.00103987,0.00103987,0.00103987
40,128.493,0.24416,0.84375,1,0.48145,0.00102337,0.00102337,0.00102337
41,130.902,0.2348,0.84375,1,0.39355,0.00100687,0.00100687,0.00100687
42,133.323,0.32221,0.8125,1,0.6582,0.000990365,0.000990365,0.000990365
43,135.95,0.28765,0.875,1,0.35498,0.000973861,0.000973861,0.000973861
44,138.527,0.28221,0.84375,1,0.51074,0.000957358,0.000957358,0.000957358
45,141.044,0.33438,0.84375,1,0.40771,0.000940855,0.000940855,0.000940855
46,143.624,0.28136,0.8125,1,0.48193,0.000924352,0.000924352,0.000924352
47,146.335,0.2436,0.84375,1,0.37622,0.000907848,0.000907848,0.000907848
48,148.96,0.23828,0.65625,1,0.92578,0.000891345,0.000891345,0.000891345
49,151.698,0.18636,0.84375,1,0.5791,0.000874842,0.000874842,0.000874842
50,154.371,0.29672,0.8125,1,0.4563,0.000858338,0.000858338,0.000858338
51,156.871,0.21426,0.84375,1,0.59814,0.000841835,0.000841835,0.000841835
52,159.444,0.20736,0.78125,1,0.47095,0.000825332,0.000825332,0.000825332
53,161.941,0.26455,0.78125,1,0.67236,0.000808828,0.000808828,0.000808828
54,164.461,0.19647,0.84375,1,0.66748,0.000792325,0.000792325,0.000792325
55,167.017,0.1763,0.8125,1,0.49414,0.000775822,0.000775822,0.000775822
56,169.595,0.19936,0.75,1,0.51758,0.000759318,0.000759318,0.000759318
57,172.122,0.18445,0.75,1,0.55566,0.000742815,0.000742815,0.000742815
58,174.753,0.15679,0.75,1,0.50439,0.000726312,0.000726312,0.000726312
59,177.35,0.15106,0.8125,1,0.51709,0.000709809,0.000709809,0.000709809
60,179.995,0.17889,0.75,1,0.78906,0.000693305,0.000693305,0.000693305
61,182.688,0.16284,0.78125,1,0.45117,0.000676802,0.000676802,0.000676802
62,185.373,0.13162,0.75,1,0.53467,0.000660299,0.000660299,0.000660299
63,187.94,0.3145,0.8125,1,0.47485,0.000643795,0.000643795,0.000643795
64,190.594,0.18731,0.8125,1,0.63672,0.000627292,0.000627292,0.000627292
65,193.353,0.16191,0.875,1,0.30737,0.000610789,0.000610789,0.000610789
66,196.268,0.22698,0.875,1,0.35059,0.000594286,0.000594286,0.000594286
67,199.151,0.16385,0.90625,1,0.29614,0.000577782,0.000577782,0.000577782
68,201.829,0.14977,0.875,1,0.25098,0.000561279,0.000561279,0.000561279
69,204.611,0.13879,0.84375,1,0.49023,0.000544776,0.000544776,0.000544776
70,207.444,0.20614,0.875,1,0.33032,0.000528272,0.000528272,0.000528272
71,210.272,0.14105,0.84375,1,0.34082,0.000511769,0.000511769,0.000511769
72,212.9,0.10534,0.8125,1,0.39453,0.000495266,0.000495266,0.000495266
73,215.438,0.14526,0.78125,1,0.42871,0.000478762,0.000478762,0.000478762
74,217.992,0.12202,0.8125,1,0.48633,0.000462259,0.000462259,0.000462259
75,220.751,0.11584,0.8125,1,0.46045,0.000445756,0.000445756,0.000445756
76,223.303,0.09497,0.8125,1,0.58008,0.000429253,0.000429253,0.000429253
77,225.783,0.11123,0.78125,1,0.5542,0.000412749,0.000412749,0.000412749
78,228.39,0.17134,0.78125,1,0.63135,0.000396246,0.000396246,0.000396246
79,231.163,0.09849,0.84375,1,0.61621,0.000379743,0.000379743,0.000379743
80,233.83,0.12211,0.78125,1,0.81982,0.000363239,0.000363239,0.000363239
81,236.454,0.1134,0.8125,1,0.52686,0.000346736,0.000346736,0.000346736
82,239.199,0.15421,0.8125,1,0.40112,0.000330233,0.000330233,0.000330233
83,241.843,0.09111,0.78125,1,0.56445,0.000313729,0.000313729,0.000313729
84,244.49,0.07742,0.78125,1,0.5166,0.000297226,0.000297226,0.000297226
85,247.188,0.10688,0.8125,1,0.35498,0.000280723,0.000280723,0.000280723
86,249.757,0.07843,0.84375,1,0.33618,0.00026422,0.00026422,0.00026422
87,252.245,0.1524,0.8125,1,0.43433,0.000247716,0.000247716,0.000247716
88,254.812,0.1027,0.78125,1,0.77393,0.000231213,0.000231213,0.000231213
89,257.344,0.0775,0.78125,1,0.61182,0.00021471,0.00021471,0.00021471
90,259.951,0.177,0.78125,1,0.49512,0.000198206,0.000198206,0.000198206
91,297.263,0.08565,0.78125,1,0.61621,0.000181703,0.000181703,0.000181703
92,300.114,0.13997,0.78125,1,0.5498,0.0001652,0.0001652,0.0001652
93,302.71,0.09433,0.8125,1,0.48267,0.000148696,0.000148696,0.000148696
94,305.285,0.0685,0.8125,1,0.43335,0.000132193,0.000132193,0.000132193
95,308.007,0.08774,0.84375,1,0.3877,0.00011569,0.00011569,0.00011569
96,310.731,0.08284,0.84375,1,0.37671,9.91865e-05,9.91865e-05,9.91865e-05
97,313.48,0.1048,0.8125,1,0.4353,8.26832e-05,8.26832e-05,8.26832e-05
98,316.245,0.08952,0.8125,1,0.45264,6.61799e-05,6.61799e-05,6.61799e-05
99,319.094,0.07693,0.8125,1,0.50391,4.96766e-05,4.96766e-05,4.96766e-05
100,321.921,0.07181,0.8125,1,0.49585,3.31733e-05,3.31733e-05,3.31733e-05
