epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,44.0721,2.19225,2.95181,2.11384,0.33583,0.35256,0.2198,0.09205,2.07409,2.68417,2.0745,0.00145246,0.00145246,0.00145246
15,47.3186,2.18725,2.94185,2.12011,0.75245,0.26923,0.2623,0.12798,2.05264,2.46336,1.9889,0.00143595,0.00143595,0.00143595
16,50.4421,2.10523,2.72613,2.05334,0.21801,0.47436,0.30284,0.12336,1.93342,2.28872,2.03378,0.00141945,0.00141945,0.00141945
17,53.5931,2.11135,2.81217,2.07291,0.79468,0.16672,0.25412,0.10823,2.03835,2.43646,2.15532,0.00140295,0.00140295,0.00140295
18,56.7188,2.09804,2.76014,2.07082,0.21688,0.35256,0.18919,0.09311,2.02404,2.43911,2.03189,0.00138644,0.00138644,0.00138644
19,59.799,2.06765,2.6568,2.00911,0.87188,0.15385,0.23576,0.1258,2.0959,2.50879,2.10519,0.00136994,0.00136994,0.00136994
20,63.1527,2.07941,2.62731,2.04554,0.52866,0.35256,0.4418,0.15183,2.14507,2.44743,2.07559,0.00135344,0.00135344,0.00135344
21,66.1834,2.03955,2.61379,1.99202,0.29301,0.42949,0.36856,0.13479,2.0528,2.24504,1.9235,0.00133693,0.00133693,0.00133693
22,69.2237,1.99579,2.62942,1.99355,0.38905,0.32051,0.22413,0.09044,2.13625,2.52332,2.08717,0.00132043,0.00132043,0.00132043
23,72.2996,2.01637,2.63616,2.02314,0.71657,0.11538,0.16131,0.06797,2.00309,2.69911,1.97927,0.00130393,0.00130393,0.00130393
24,75.3513,1.93848,2.53702,1.9406,0.41117,0.30417,0.23089,0.11242,2.00432,3.14145,2.11281,0.00128742,0.00128742,0.00128742
25,78.4171,1.94625,2.51338,1.95439,0.33299,0.27667,0.22807,0.0793,2.03803,2.58373,2.06185,0.00127092,0.00127092,0.00127092
26,81.5746,1.97141,2.48461,1.97217,0.39136,0.35897,0.35967,0.16248,1.94051,2.31687,1.93977,0.00125442,0.00125442,0.00125442
27,84.67,1.95829,2.46454,1.95496,0.59815,0.51282,0.39216,0.19285,1.86675,2.1997,1.89167,0.00123791,0.00123791,0.00123791
28,87.8169,1.95026,2.42828,1.9543,0.56301,0.4359,0.39786,0.14766,2.02512,2.13576,1.96875,0.00122141,0.00122141,0.00122141
29,91.105,1.93686,2.38411,1.96451,0.37112,0.4525,0.23348,0.08628,2.06305,2.53346,2.04558,0.00120491,0.00120491,0.00120491
30,94.1841,1.86751,2.29446,1.90512,0.54508,0.35897,0.40844,0.18159,1.97079,2.29242,1.87182,0.0011884,0.0011884,0.0011884
31,97.2035,1.90598,2.2881,1.9228,0.46185,0.35897,0.30779,0.17398,1.86355,2.28076,1.81822,0.0011719,0.0011719,0.0011719
32,100.218,1.84461,2.27568,1.88544,0.3172,0.42949,0.36018,0.17748,1.97399,1.85241,1.98996,0.0011554,0.0011554,0.0011554
33,103.278,1.84336,2.22395,1.89632,0.50778,0.36867,0.35234,0.15984,2.03178,2.16021,2.09288,0.00113889,0.00113889,0.00113889
34,106.335,1.76425,2.09432,1.77151,0.82004,0.23077,0.27945,0.12152,1.91925,2.20595,1.96865,0.00112239,0.00112239,0.00112239
35,109.321,1.82708,2.12674,1.84127,0.77025,0.31505,0.46791,0.27045,1.71949,1.88951,1.82491,0.00110589,0.00110589,0.00110589
36,112.367,1.8169,2.16381,1.84304,0.39124,0.39744,0.32829,0.15613,1.90318,2.28464,1.92092,0.00108938,0.00108938,0.00108938
37,115.386,1.75285,2.05013,1.80626,0.15339,0.23077,0.17657,0.09258,2.24429,2.46722,2.27261,0.00107288,0.00107288,0.00107288
38,118.453,1.73006,2.06593,1.76449,0.24264,0.35256,0.34666,0.18238,1.94556,2.06339,1.91122,0.00105638,0.00105638,0.00105638
39,121.664,1.76282,2.09248,1.78914,0.60556,0.27149,0.3042,0.15994,1.97619,2.39308,2.02297,0.00103987,0.00103987,0.00103987
40,124.706,1.78809,2.06992,1.80806,0.28153,0.27564,0.19219,0.09625,2.04514,2.78614,1.99648,0.00102337,0.00102337,0.00102337
41,127.731,1.76858,2.02785,1.79017,0.28809,0.28205,0.17971,0.10344,1.80824,2.64622,1.9279,0.00100687,0.00100687,0.00100687
42,130.765,1.72124,2.03,1.7752,0.54042,0.51923,0.48807,0.18671,1.9579,2.00019,1.92569,0.000990365,0.000990365,0.000990365
43,134.025,1.7339,2.00329,1.74582,0.34137,0.60329,0.33775,0.14243,1.92663,2.31291,1.93288,0.000973861,0.000973861,0.000973861
44,137.168,1.6401,1.87733,1.68249,0.57654,0.39744,0.39617,0.24692,1.75217,2.22548,1.82106,0.000957358,0.000957358,0.000957358
45,140.251,1.67309,1.88581,1.71134,0.232,0.33342,0.23668,0.12927,1.91767,2.14144,1.8703,0.000940855,0.000940855,0.000940855
46,143.346,1.69319,1.92378,1.75897,0.51512,0.51923,0.42242,0.21442,2.03021,1.85702,2.01925,0.000924352,0.000924352,0.000924352
47,146.357,1.67889,1.96985,1.72358,0.32975,0.67949,0.36026,0.15972,1.94389,2.05582,1.94018,0.000907848,0.000907848,0.000907848
48,149.431,1.63532,1.77702,1.67068,0.21612,0.4359,0.17619,0.09837,1.9227,2.47691,1.87828,0.000891345,0.000891345,0.000891345
49,152.708,1.60199,1.79136,1.63939,0.49789,0.51923,0.47225,0.17189,1.94848,2.22669,1.99052,0.000874842,0.000874842,0.000874842
50,155.758,1.66804,1.84185,1.70291,0.72713,0.4359,0.49536,0.19391,1.96477,1.81144,2.06867,0.000858338,0.000858338,0.000858338
51,158.79,1.60812,1.77118,1.65303,0.73113,0.48077,0.47599,0.21695,1.7076,2.18378,1.77943,0.000841835,0.000841835,0.000841835
52,161.85,1.6183,1.71662,1.66234,0.58571,0.4359,0.41413,0.20419,1.87983,2.094,1.93603,0.000825332,0.000825332,0.000825332
53,164.882,1.56498,1.72062,1.64182,0.40737,0.42822,0.36365,0.19483,1.75055,2.05973,1.85633,0.000808828,0.000808828,0.000808828
54,167.993,1.59574,1.63581,1.63842,0.6995,0.47436,0.48177,0.20689,1.99588,2.09964,1.93291,0.000792325,0.000792325,0.000792325
55,171.013,1.57021,1.69825,1.6394,0.52136,0.57622,0.47885,0.21173,1.95208,1.96848,1.94062,0.000775822,0.000775822,0.000775822
56,174.052,1.55065,1.66855,1.60601,0.57942,0.40936,0.34362,0.1848,1.77146,2.09426,1.82387,0.000759318,0.000759318,0.000759318
57,177.06,1.62,1.73396,1.67995,0.40679,0.35256,0.33619,0.16093,1.93732,2.19348,2.0432,0.000742815,0.000742815,0.000742815
58,180.139,1.54926,1.67444,1.6261,0.41737,0.30723,0.33902,0.1715,1.78943,2.04237,1.94014,0.000726312,0.000726312,0.000726312
59,183.542,1.5467,1.66504,1.6206,0.7447,0.50531,0.49339,0.23009,1.91654,1.85543,2.08054,0.000709809,0.000709809,0.000709809
60,186.647,1.50245,1.59262,1.57561,0.30805,0.63462,0.38063,0.2037,1.80531,1.7452,1.8583,0.000693305,0.000693305,0.000693305
61,189.722,1.51099,1.64104,1.60882,0.63832,0.45047,0.40851,0.19298,1.94054,2.01416,1.96716,0.000676802,0.000676802,0.000676802
62,192.862,1.48818,1.62587,1.59148,0.44679,0.59615,0.45465,0.21706,1.78005,1.80678,1.84575,0.000660299,0.000660299,0.000660299
63,195.935,1.51069,1.54234,1.58003,0.52858,0.486,0.42572,0.22283,1.88714,1.76016,1.9509,0.000643795,0.000643795,0.000643795
64,199.077,1.48143,1.61102,1.56422,0.85634,0.38824,0.50612,0.25718,1.93494,1.8679,1.96425,0.000627292,0.000627292,0.000627292
65,202.187,1.52291,1.55106,1.59736,0.87546,0.47436,0.48116,0.27596,1.85561,2.05924,1.87596,0.000610789,0.000610789,0.000610789
66,205.237,1.4989,1.53729,1.61018,0.50557,0.51923,0.46152,0.16115,1.9794,2.14816,2.06641,0.000594286,0.000594286,0.000594286
67,208.246,1.44028,1.46979,1.54228,0.56439,0.55769,0.50015,0.25009,1.90551,1.98275,1.98745,0.000577782,0.000577782,0.000577782
68,211.279,1.46229,1.5181,1.53442,0.52484,0.39103,0.3978,0.1938,2.038,2.43268,2.0991,0.000561279,0.000561279,0.000561279
69,214.586,1.43999,1.45816,1.51514,0.57457,0.51923,0.53927,0.24168,1.98745,2.04135,1.93144,0.000544776,0.000544776,0.000544776
70,217.638,1.40303,1.45225,1.47837,0.8796,0.43882,0.56088,0.2757,1.92042,1.75637,1.91733,0.000528272,0.000528272,0.000528272
71,220.655,1.41864,1.45399,1.5094,0.756,0.56371,0.61185,0.34455,1.91541,1.63683,2.04693,0.000511769,0.000511769,0.000511769
72,223.734,1.3715,1.39831,1.47284,0.80255,0.43529,0.50569,0.28615,1.837,1.8639,1.94603,0.000495266,0.000495266,0.000495266
73,226.775,1.35869,1.33999,1.45967,0.56918,0.39744,0.37981,0.22357,1.78365,2.08409,1.87633,0.000478762,0.000478762,0.000478762
74,229.829,1.39987,1.40841,1.48287,0.62058,0.51655,0.57401,0.29218,1.76606,1.93102,1.76491,0.000462259,0.000462259,0.000462259
75,232.856,1.36907,1.34773,1.45857,0.54649,0.52629,0.51682,0.25197,1.80293,2.05415,1.8394,0.000445756,0.000445756,0.000445756
76,235.924,1.38229,1.44167,1.50254,0.7449,0.38845,0.46958,0.23491,1.73375,2.30942,1.83266,0.000429253,0.000429253,0.000429253
77,238.949,1.3461,1.36659,1.46339,0.58483,0.51923,0.49411,0.22479,1.81529,1.98791,1.84692,0.000412749,0.000412749,0.000412749
78,242.022,1.32321,1.32529,1.45196,0.59603,0.4359,0.53395,0.2655,1.89932,1.86097,1.94693,0.000396246,0.000396246,0.000396246
79,245.271,1.29585,1.30263,1.43725,0.53757,0.35256,0.4267,0.22401,1.9971,1.97287,2.12231,0.000379743,0.000379743,0.000379743
80,248.38,1.34736,1.33318,1.45379,0.54638,0.61201,0.59465,0.29644,1.84738,1.69855,1.87257,0.000363239,0.000363239,0.000363239
81,251.395,1.31627,1.33753,1.45643,0.65758,0.50792,0.50607,0.26384,1.78162,1.76142,1.80958,0.000346736,0.000346736,0.000346736
82,254.46,1.3472,1.3504,1.46712,0.65894,0.59615,0.50287,0.24113,1.80106,1.95879,1.82725,0.000330233,0.000330233,0.000330233
83,257.492,1.30381,1.28603,1.4499,0.71043,0.56928,0.56406,0.22472,1.80983,2.03716,1.92121,0.000313729,0.000313729,0.000313729
84,260.559,1.29623,1.29017,1.43405,0.57276,0.48188,0.45104,0.20824,1.90464,2.10798,1.96761,0.000297226,0.000297226,0.000297226
85,263.835,1.28112,1.30839,1.39137,0.65839,0.4359,0.47385,0.2291,1.79761,2.06234,1.83898,0.000280723,0.000280723,0.000280723
86,266.926,1.25708,1.25861,1.38811,0.87113,0.43377,0.4597,0.24259,1.92752,2.00328,2.00059,0.00026422,0.00026422,0.00026422
87,270.037,1.23548,1.2011,1.3629,0.81722,0.34893,0.44369,0.22992,1.93646,2.02303,2.02496,0.000247716,0.000247716,0.000247716
88,273.37,1.24251,1.2162,1.38619,0.58346,0.4359,0.44867,0.2381,1.78936,1.99043,1.95149,0.000231213,0.000231213,0.000231213
89,276.385,1.28112,1.25881,1.42311,0.83412,0.51923,0.57007,0.26618,1.80934,2.04219,1.96375,0.00021471,0.00021471,0.00021471
90,279.469,1.264,1.26075,1.41967,0.83115,0.51923,0.53154,0.18956,1.90005,2.04942,2.05682,0.000198206,0.000198206,0.000198206
91,296.935,1.23461,1.19782,1.39685,0.85376,0.51923,0.55088,0.22621,1.92411,2.01837,2.02971,0.000181703,0.000181703,0.000181703
92,300.077,1.16364,1.12738,1.36951,0.87135,0.47288,0.59108,0.29004,1.70442,1.79676,1.81304,0.0001652,0.0001652,0.0001652
93,303.193,1.16225,1.07195,1.37435,0.57843,0.47436,0.53194,0.27964,1.71388,1.68978,1.83624,0.000148696,0.000148696,0.000148696
94,306.504,1.1298,1.00302,1.32895,0.67028,0.47436,0.5039,0.24268,1.81923,1.71616,1.94699,0.000132193,0.000132193,0.000132193
95,309.748,1.11983,1.00777,1.31472,0.66678,0.47436,0.53691,0.28351,1.80532,1.73439,1.97571,0.00011569,0.00011569,0.00011569
96,312.935,1.10972,0.97612,1.31216,0.52444,0.53897,0.55809,0.28033,1.75829,1.7778,1.90128,9.91865e-05,9.91865e-05,9.91865e-05
97,315.971,1.06348,0.96428,1.29613,0.57388,0.56106,0.58069,0.25216,1.76595,1.83001,1.89178,8.26832e-05,8.26832e-05,8.26832e-05
98,319.253,1.10943,0.99286,1.31972,0.54709,0.53167,0.50459,0.23803,1.83276,1.76112,1.96238,6.61799e-05,6.61799e-05,6.61799e-05
99,322.38,1.0558,0.9676,1.27972,0.67007,0.4359,0.49589,0.22726,1.86069,1.75677,1.97862,4.96766e-05,4.96766e-05,4.96766e-05
100,325.748,1.05959,0.91267,1.27234,0.66044,0.4359,0.45911,0.22202,1.88301,1.78509,1.98639,3.31733e-05,3.31733e-05,3.31733e-05
