epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.65314,1.11141,0.85632,1,0.41777,0.000361917,0.000361917,0.000361917
2,12.5752,0.39757,0.8908,1,0.29327,0.000725001,0.000725001,0.000725001
3,16.9204,0.28016,0.93103,1,0.21798,0.00108075,0.00108075,0.00108075
4,21.1118,0.26626,0.93103,1,0.20925,0.001078,0.001078,0.001078
5,25.2051,0.22488,0.95402,1,0.10468,0.001067,0.001067,0.001067
6,29.2965,0.23436,0.94828,1,0.11886,0.00105601,0.00105601,0.00105601
7,33.5606,0.18779,0.91379,1,0.2033,0.00104501,0.00104501,0.00104501
8,37.6039,0.19251,0.94253,1,0.24223,0.00103401,0.00103401,0.00103401
9,41.7988,0.1835,0.95402,1,0.11234,0.00102301,0.00102301,0.00102301
10,45.9875,0.14304,0.93103,1,0.321,0.00101201,0.00101201,0.00101201
11,50.2048,0.15109,0.94828,1,0.18442,0.00100101,0.00100101,0.00100101
12,54.3888,0.15295,0.96552,1,0.12382,0.000990012,0.000990012,0.000990012
13,58.4319,0.16576,0.98851,1,0.04024,0.000979013,0.000979013,0.000979013
14,63.1475,0.12069,0.98276,1,0.03491,0.000968014,0.000968014,0.000968014
15,67.2748,0.10653,0.93103,1,0.23607,0.000957015,0.000957015,0.000957015
16,71.346,0.09807,0.97126,1,0.04389,0.000946016,0.000946016,0.000946016
17,75.4448,0.0931,0.96552,1,0.08941,0.000935018,0.000935018,0.000935018
18,79.7405,0.10209,0.95977,1,0.08916,0.000924019,0.000924019,0.000924019
19,83.8388,0.09904,0.96552,1,0.11604,0.00091302,0.00091302,0.00091302
20,88.0012,0.06831,0.97701,1,0.13856,0.000902021,0.000902021,0.000902021
21,92.1778,0.12792,0.97701,1,0.05319,0.000891022,0.000891022,0.000891022
22,96.4485,0.08984,0.98276,1,0.11114,0.000880023,0.000880023,0.000880023
23,100.641,0.06183,0.97126,1,0.06109,0.000869024,0.000869024,0.000869024
24,104.804,0.08791,0.95977,1,0.19323,0.000858025,0.000858025,0.000858025
25,108.969,0.08044,0.97701,1,0.07456,0.000847026,0.000847026,0.000847026
26,113.46,0.0583,0.98851,1,0.02692,0.000836027,0.000836027,0.000836027
27,118.072,0.07469,0.97701,1,0.07022,0.000825029,0.000825029,0.000825029
28,122.1,0.06012,0.96552,1,0.12573,0.00081403,0.00081403,0.00081403
29,126.175,0.0447,0.96552,1,0.06605,0.000803031,0.000803031,0.000803031
30,130.268,0.07188,0.97701,1,0.06351,0.000792032,0.000792032,0.000792032
31,134.303,0.0705,0.98851,1,0.03461,0.000781033,0.000781033,0.000781033
32,138.283,0.08404,0.98851,1,0.02745,0.000770034,0.000770034,0.000770034
33,142.346,0.0551,0.99425,1,0.0251,0.000759035,0.000759035,0.000759035
34,146.391,0.06163,0.98276,1,0.06287,0.000748036,0.000748036,0.000748036
35,150.356,0.03236,0.98851,1,0.02175,0.000737037,0.000737037,0.000737037
36,154.469,0.03232,0.99425,1,0.01642,0.000726038,0.000726038,0.000726038
37,158.54,0.03825,0.99425,1,0.013,0.00071504,0.00071504,0.00071504
38,162.572,0.04161,0.98851,1,0.04088,0.000704041,0.000704041,0.000704041
39,166.552,0.06067,0.99425,1,0.01083,0.000693042,0.000693042,0.000693042
40,170.615,0.05698,0.99425,1,0.0118,0.000682043,0.000682043,0.000682043
41,174.696,0.04658,0.98851,1,0.01938,0.000671044,0.000671044,0.000671044
42,178.773,0.0269,0.98851,1,0.02468,0.000660045,0.000660045,0.000660045
43,182.919,0.03656,0.99425,1,0.01173,0.000649046,0.000649046,0.000649046
44,187.013,0.05431,0.98276,1,0.02531,0.000638047,0.000638047,0.000638047
45,191.234,0.05628,0.98851,1,0.03186,0.000627048,0.000627048,0.000627048
46,195.357,0.04542,0.99425,1,0.01998,0.000616049,0.000616049,0.000616049
47,199.538,0.0433,0.99425,1,0.01144,0.000605051,0.000605051,0.000605051
48,203.55,0.04052,0.99425,1,0.01231,0.000594052,0.000594052,0.000594052
49,207.625,0.02902,0.99425,1,0.0113,0.000583053,0.000583053,0.000583053
50,211.673,0.0218,0.99425,1,0.00979,0.000572054,0.000572054,0.000572054
51,215.696,0.02546,0.99425,1,0.01134,0.000561055,0.000561055,0.000561055
52,219.703,0.031,0.98851,1,0.01727,0.000550056,0.000550056,0.000550056
53,223.789,0.02715,0.98276,1,0.0312,0.000539057,0.000539057,0.000539057
54,227.839,0.04621,0.98276,1,0.0294,0.000528058,0.000528058,0.000528058
55,232.023,0.02468,0.98851,1,0.02396,0.000517059,0.000517059,0.000517059
56,236.099,0.02728,0.98276,1,0.02447,0.00050606,0.00050606,0.00050606
57,240.264,0.0159,0.98851,1,0.02073,0.000495062,0.000495062,0.000495062
58,244.287,0.01642,0.98851,1,0.02266,0.000484063,0.000484063,0.000484063
