epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.42987,1.11207,0.82759,1,0.46403,0.000361917,0.000361917,0.000361917
2,12.1512,0.38961,0.93678,1,0.1722,0.000725001,0.000725001,0.000725001
3,16.3926,0.31842,0.93678,1,0.15637,0.00108075,0.00108075,0.00108075
4,20.6029,0.2546,0.94828,1,0.13678,0.001078,0.001078,0.001078
5,24.6663,0.1885,0.97701,1,0.12122,0.001067,0.001067,0.001067
6,28.9592,0.22529,0.95402,1,0.17462,0.00105601,0.00105601,0.00105601
7,33.0415,0.23505,0.94253,1,0.19171,0.00104501,0.00104501,0.00104501
8,37.0916,0.20472,0.93678,1,0.24053,0.00103401,0.00103401,0.00103401
9,41.1122,0.2389,0.96552,1,0.12449,0.00102301,0.00102301,0.00102301
10,45.0973,0.14228,0.95402,1,0.12273,0.00101201,0.00101201,0.00101201
11,49.2243,0.18668,0.94828,1,0.15698,0.00100101,0.00100101,0.00100101
12,53.2541,0.14442,0.97126,1,0.05344,0.000990012,0.000990012,0.000990012
13,57.2063,0.12025,0.95977,1,0.09099,0.000979013,0.000979013,0.000979013
14,61.2129,0.11173,0.96552,1,0.1227,0.000968014,0.000968014,0.000968014
15,65.2903,0.08632,0.95977,1,0.08813,0.000957015,0.000957015,0.000957015
16,69.2868,0.12225,0.97126,1,0.13011,0.000946016,0.000946016,0.000946016
17,73.2794,0.15357,0.95402,1,0.12651,0.000935018,0.000935018,0.000935018
18,77.3639,0.12603,0.94828,1,0.16105,0.000924019,0.000924019,0.000924019
19,81.5393,0.08381,0.93678,1,0.12178,0.00091302,0.00091302,0.00091302
20,85.6061,0.08839,0.98851,1,0.10296,0.000902021,0.000902021,0.000902021
21,89.6818,0.09583,0.97701,1,0.05812,0.000891022,0.000891022,0.000891022
22,93.7231,0.07716,0.97701,1,0.12123,0.000880023,0.000880023,0.000880023
23,98.0435,0.07535,0.97701,1,0.06534,0.000869024,0.000869024,0.000869024
24,102.075,0.05964,0.98276,1,0.12131,0.000858025,0.000858025,0.000858025
25,106.084,0.06243,0.98276,1,0.05801,0.000847026,0.000847026,0.000847026
26,110.175,0.08078,0.95977,1,0.12673,0.000836027,0.000836027,0.000836027
27,114.289,0.06438,0.97126,1,0.07824,0.000825029,0.000825029,0.000825029
28,118.288,0.05695,0.97126,1,0.09949,0.00081403,0.00081403,0.00081403
29,122.31,0.05919,0.96552,1,0.10103,0.000803031,0.000803031,0.000803031
30,126.308,0.06352,0.96552,1,0.06892,0.000792032,0.000792032,0.000792032
31,130.495,0.06562,0.96552,1,0.10537,0.000781033,0.000781033,0.000781033
32,134.681,0.05304,0.95977,1,0.11129,0.000770034,0.000770034,0.000770034
33,138.724,0.04376,0.95402,1,0.14665,0.000759035,0.000759035,0.000759035
34,142.918,0.07889,0.96552,1,0.08353,0.000748036,0.000748036,0.000748036
35,147.184,0.0704,0.98851,1,0.03558,0.000737037,0.000737037,0.000737037
