epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,209.615,1.5168,1.54815,1.57311,0.79373,0.44231,0.54352,0.26684,2.03268,2.04965,1.97743,0.000610789,0.000610789,0.000610789
66,212.701,1.52071,1.60025,1.60922,0.84657,0.61339,0.68354,0.29814,1.94207,1.98629,1.96348,0.000594286,0.000594286,0.000594286
67,215.794,1.48438,1.52784,1.56491,0.39638,0.60256,0.42561,0.21965,1.94116,2.17397,1.9662,0.000577782,0.000577782,0.000577782
68,219.018,1.46766,1.51392,1.55413,0.79518,0.55806,0.58222,0.23882,2.1478,2.14374,2.11431,0.000561279,0.000561279,0.000561279
69,222.288,1.47564,1.414,1.53076,0.69229,0.43126,0.55547,0.25914,2.0089,1.99337,1.96734,0.000544776,0.000544776,0.000544776
70,225.535,1.43753,1.47117,1.51158,0.45153,0.73077,0.42038,0.19289,2.16578,2.26619,2.0346,0.000528272,0.000528272,0.000528272
71,228.613,1.40493,1.42346,1.49398,0.6657,0.51923,0.52804,0.21768,2.24732,1.83796,2.18024,0.000511769,0.000511769,0.000511769
72,231.752,1.42084,1.39576,1.51469,0.56787,0.51923,0.51092,0.22255,2.13989,2.22844,2.06595,0.000495266,0.000495266,0.000495266
73,234.806,1.40381,1.43552,1.51751,0.66471,0.32051,0.38297,0.19145,2.14349,2.57913,2.06642,0.000478762,0.000478762,0.000478762
74,237.939,1.4271,1.47148,1.51278,0.70368,0.44231,0.51958,0.22964,2.0397,2.34971,2.02887,0.000462259,0.000462259,0.000462259
75,241.398,1.41657,1.38311,1.50232,0.80894,0.3141,0.37599,0.18174,2.06046,2.09356,2.06495,0.000445756,0.000445756,0.000445756
76,244.548,1.4395,1.47924,1.55087,0.85558,0.35897,0.46398,0.24143,2.07899,2.17476,2.02256,0.000429253,0.000429253,0.000429253
77,247.923,1.3974,1.39057,1.5202,0.48723,0.57665,0.45694,0.20976,2.11927,2.2335,2.03525,0.000412749,0.000412749,0.000412749
78,251.098,1.37502,1.38284,1.49972,0.55875,0.47559,0.48655,0.25773,2.04034,2.15322,2.05649,0.000396246,0.000396246,0.000396246
79,254.231,1.32525,1.29455,1.44442,0.56013,0.51923,0.52271,0.27414,2.01342,2.22787,1.97974,0.000379743,0.000379743,0.000379743
80,257.363,1.32847,1.27728,1.44164,0.55533,0.44231,0.41527,0.19644,2.04085,2.55439,1.96639,0.000363239,0.000363239,0.000363239
81,260.404,1.32965,1.29175,1.46166,0.54036,0.44231,0.45069,0.1961,2.09344,2.42339,2.02205,0.000346736,0.000346736,0.000346736
82,263.714,1.353,1.29002,1.45818,0.59331,0.64744,0.57896,0.24367,2.00853,2.07746,2.00689,0.000330233,0.000330233,0.000330233
83,266.772,1.31386,1.2846,1.44539,0.46878,0.65166,0.52192,0.24439,2.05037,1.88711,2.02737,0.000313729,0.000313729,0.000313729
84,269.976,1.33268,1.26051,1.46438,0.39574,0.54754,0.48671,0.21141,2.02254,2.00194,2.00579,0.000297226,0.000297226,0.000297226
85,273.088,1.29251,1.25361,1.41612,0.57883,0.43205,0.50155,0.25005,2.02137,2.09079,2.01662,0.000280723,0.000280723,0.000280723
86,276.442,1.27434,1.23494,1.40728,0.87915,0.43658,0.62703,0.25387,2.03178,1.81648,2.05712,0.00026422,0.00026422,0.00026422
87,279.798,1.28878,1.22619,1.42394,0.7448,0.59699,0.64884,0.26184,1.94419,1.79344,1.99686,0.000247716,0.000247716,0.000247716
88,283.024,1.27709,1.2108,1.4104,0.86117,0.52564,0.58648,0.26163,1.9006,1.92758,1.90368,0.000231213,0.000231213,0.000231213
89,286.285,1.26822,1.19793,1.40399,0.79747,0.52058,0.54387,0.22908,1.98798,2.09415,1.94759,0.00021471,0.00021471,0.00021471
90,289.709,1.30877,1.29198,1.44042,0.80319,0.52564,0.58314,0.22587,1.98302,1.99923,1.93364,0.000198206,0.000198206,0.000198206
91,308.406,1.20006,1.08833,1.36885,0.75334,0.63628,0.60486,0.20655,2.01308,2.04765,2.03535,0.000181703,0.000181703,0.000181703
92,311.54,1.15058,1.04213,1.35405,0.66545,0.54819,0.49131,0.21122,1.99686,2.07854,2.0481,0.0001652,0.0001652,0.0001652
93,314.613,1.13045,1.03939,1.35362,0.6107,0.48063,0.42477,0.19682,2.02463,2.00615,2.08581,0.000148696,0.000148696,0.000148696
94,317.725,1.12972,0.96745,1.32424,0.74162,0.52564,0.57502,0.20302,2.01295,2.15174,2.05219,0.000132193,0.000132193,0.000132193
95,320.845,1.12381,0.96896,1.33435,0.65391,0.44231,0.44668,0.20157,2.012,2.1605,2.06248,0.00011569,0.00011569,0.00011569
96,323.989,1.12562,0.97352,1.33725,0.79957,0.52564,0.58025,0.22891,1.99985,2.04708,2.05454,9.91865e-05,9.91865e-05,9.91865e-05
97,327.27,1.09028,0.95528,1.31146,0.6662,0.44231,0.48021,0.21957,2.00695,1.9873,2.08046,8.26832e-05,8.26832e-05,8.26832e-05
98,330.442,1.09839,0.95859,1.31933,0.61401,0.48077,0.44012,0.21242,1.99954,2.021,2.10955,6.61799e-05,6.61799e-05,6.61799e-05
99,333.506,1.0682,0.9274,1.29422,0.53781,0.48077,0.42578,0.20996,2.0021,2.0391,2.09873,4.96766e-05,4.96766e-05,4.96766e-05
100,336.627,1.06015,0.89186,1.28376,0.54368,0.47243,0.39786,0.17591,2.00419,2.0724,2.08287,3.31733e-05,3.31733e-05,3.31733e-05
