epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,10.8448,1.11372,0.83908,1,0.55345,0.000361917,0.000361917,0.000361917
2,17.4568,0.40163,0.91954,1,0.22713,0.000725001,0.000725001,0.000725001
3,21.7591,0.28964,0.91379,1,0.30842,0.00108075,0.00108075,0.00108075
4,26.1447,0.26365,0.91954,1,0.21811,0.001078,0.001078,0.001078
5,30.527,0.2187,0.97126,1,0.11567,0.001067,0.001067,0.001067
6,34.6219,0.23032,0.94828,1,0.11315,0.00105601,0.00105601,0.00105601
7,38.6024,0.21807,0.91954,1,0.21465,0.00104501,0.00104501,0.00104501
8,42.6716,0.20031,0.93103,1,0.28444,0.00103401,0.00103401,0.00103401
9,46.8079,0.19248,0.94253,1,0.23902,0.00102301,0.00102301,0.00102301
10,51.1076,0.1694,0.96552,1,0.13576,0.00101201,0.00101201,0.00101201
11,55.2067,0.17061,0.8908,1,0.39481,0.00100101,0.00100101,0.00100101
12,59.3189,0.19257,0.95977,1,0.10252,0.000990012,0.000990012,0.000990012
13,63.568,0.15628,1,1,0.01903,0.000979013,0.000979013,0.000979013
14,68.3141,0.14012,0.97701,1,0.08239,0.000968014,0.000968014,0.000968014
15,72.5589,0.07857,0.95977,1,0.07808,0.000957015,0.000957015,0.000957015
16,76.6907,0.09385,0.99425,1,0.06173,0.000946016,0.000946016,0.000946016
17,80.7865,0.10913,0.97701,1,0.0371,0.000935018,0.000935018,0.000935018
18,84.8596,0.0701,0.99425,1,0.01646,0.000924019,0.000924019,0.000924019
19,88.8656,0.11271,0.98851,1,0.04129,0.00091302,0.00091302,0.00091302
20,92.871,0.08098,0.98851,1,0.02413,0.000902021,0.000902021,0.000902021
21,96.9608,0.10134,0.97126,1,0.102,0.000891022,0.000891022,0.000891022
22,100.978,0.1027,0.97701,1,0.05891,0.000880023,0.000880023,0.000880023
23,105.029,0.07943,0.97701,1,0.08275,0.000869024,0.000869024,0.000869024
24,109.018,0.07861,0.97701,1,0.0796,0.000858025,0.000858025,0.000858025
25,113.173,0.08162,0.96552,1,0.13218,0.000847026,0.000847026,0.000847026
26,117.312,0.05994,0.97701,1,0.05447,0.000836027,0.000836027,0.000836027
27,121.325,0.06697,0.97701,1,0.0564,0.000825029,0.000825029,0.000825029
28,125.371,0.05307,0.98851,1,0.08099,0.00081403,0.00081403,0.00081403
29,129.659,0.0497,0.98276,1,0.05828,0.000803031,0.000803031,0.000803031
30,133.942,0.06176,0.97701,1,0.05754,0.000792032,0.000792032,0.000792032
31,137.958,0.06013,0.95977,1,0.07891,0.000781033,0.000781033,0.000781033
32,142.067,0.04484,0.97701,1,0.0672,0.000770034,0.000770034,0.000770034
33,146.369,0.05005,0.98851,1,0.05109,0.000759035,0.000759035,0.000759035
34,150.555,0.07195,0.98276,1,0.05465,0.000748036,0.000748036,0.000748036
35,154.67,0.06117,0.98851,1,0.03536,0.000737037,0.000737037,0.000737037
36,158.732,0.05391,0.98851,1,0.03815,0.000726038,0.000726038,0.000726038
37,162.987,0.07588,0.97701,1,0.08234,0.00071504,0.00071504,0.00071504
38,167.081,0.07418,0.98851,1,0.03348,0.000704041,0.000704041,0.000704041
