epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,504.787,1.42962,1.96732,1.71411,0.73744,0.36568,0.45726,0.22914,1.95549,2.29571,2.09805,0.0002674,0.0002674,0.0002674
39,518.072,1.41379,1.94406,1.68346,0.4388,0.35971,0.3751,0.19269,1.96321,2.43181,2.1056,0.0002476,0.0002476,0.0002476
40,530.908,1.41402,1.89702,1.68832,0.51943,0.37533,0.39196,0.20844,1.91266,2.42473,2.07676,0.0002278,0.0002278,0.0002278
41,561.157,1.48734,1.82375,1.82051,0.45827,0.42117,0.39885,0.20094,1.94634,2.3088,2.09537,0.000208,0.000208,0.000208
42,573.923,1.42432,1.70807,1.74828,0.47261,0.37727,0.39189,0.2094,1.91856,2.31245,2.04013,0.0001882,0.0001882,0.0001882
43,586.921,1.40749,1.67438,1.75474,0.60449,0.3542,0.36476,0.19649,1.96569,2.36569,2.12206,0.0001684,0.0001684,0.0001684
44,600.174,1.38065,1.58989,1.73581,0.44042,0.3669,0.36611,0.20458,1.94611,2.43277,2.10906,0.0001486,0.0001486,0.0001486
45,613.479,1.34753,1.54343,1.70892,0.37526,0.50233,0.38744,0.20041,1.96514,2.30474,2.14081,0.0001288,0.0001288,0.0001288
46,626.548,1.3307,1.4923,1.68803,0.43449,0.45102,0.39902,0.21123,1.98743,2.30499,2.14085,0.000109,0.000109,0.000109
47,639.629,1.31513,1.47481,1.67587,0.54803,0.39524,0.42229,0.21086,1.98635,2.38878,2.1538,8.92e-05,8.92e-05,8.92e-05
48,652.427,1.29126,1.42795,1.64828,0.41208,0.41562,0.37111,0.19561,1.95581,2.49347,2.14423,6.94e-05,6.94e-05,6.94e-05
49,665.427,1.26987,1.42945,1.6342,0.57288,0.35797,0.38455,0.20168,1.95891,2.43296,2.15347,4.96e-05,4.96e-05,4.96e-05
50,678.93,1.24043,1.39452,1.61157,0.55088,0.37315,0.37835,0.20412,1.9676,2.43839,2.16231,2.98e-05,2.98e-05,2.98e-05
